,tradeNum,total_return,winning_rate,max_drawdown,sharpe_ratio
249,132,0.09906004679623041,0.6590909090909091,-0.5141424505300678,0.1025855317241617
250,189,0.722211384317032,0.6613756613756614,-0.1260727288550606,0.9738305289296034
251,206,-0.11985563998320528,0.6019417475728155,-0.374251151332131,-0.15794153211470766
252,393,0.1279984746828832,0.5521628498727735,-0.2789873791719795,0.1497434406921091
253,88,-0.24894524495964332,0.6818181818181818,-0.4317223350374047,-0.253601629606262
254,392,-0.5922994947289076,0.548469387755102,-0.8271898187844139,-0.32869231179460906
255,100,-0.4989143470534439,0.59,-0.8186031450948247,-0.4395624285355266
256,186,0.19357899302551163,0.6236559139784946,-0.2465215189409035,0.2301911294829265
257,324,0.6245491443037495,0.6018518518518519,-0.2433468078973353,0.6696576022065918
258,137,0.45245369846985756,0.6204379562043796,-0.24827975094407634,0.44614698887247134
259,410,-0.36402117631311903,0.526829268292683,-0.8004072974688203,-0.36087663581719653
260,392,0.5241718885712365,0.5612244897959183,-0.2610558547976848,0.5982205115062186
261,153,0.6906922282128388,0.6274509803921569,-0.2580667761924239,0.6687593110403208
262,112,0.26793521699652223,0.6517857142857143,-0.2794163286166986,0.27802246589117774
263,261,0.10308986036739175,0.578544061302682,-0.4744811673968567,0.09848479672043377
264,277,-0.4084444528683498,0.5595667870036101,-1.5514318366813777,-0.22863467833985954
265,123,0.427284724541731,0.6747967479674797,-0.31745128974792103,0.42647296450134264
266,318,-0.4992362520555522,0.5817610062893082,-0.8300710019716606,-0.35929637432838774
267,340,-0.005763835623407722,0.5852941176470589,-0.40917904187847726,-0.005716155945700903
268,133,-0.06641599159626599,0.5939849624060151,-0.24253232877631217,-0.10270966796723459
269,102,0.09873339454008298,0.6470588235294118,-0.34804364027691337,0.1025358255338722
270,180,0.035242876647498596,0.6333333333333333,-0.4584321968765453,0.030494385242556193
271,306,0.8409438078186053,0.5816993464052288,-0.2122880467025088,1.0270496676705287
272,225,-0.6319350275115383,0.5688888888888889,-0.9361355428100843,-0.5273081184569419
273,398,0.6265305614485721,0.592964824120603,-0.3284004750426438,0.566910388047316
274,146,0.6790388443907202,0.6917808219178082,-0.16716930352117568,0.788168456868909
275,150,0.10316469427253087,0.66,-0.2211696256732128,0.11437765032172799
276,416,0.008906106228157901,0.5408653846153846,-0.22590106576682845,0.008041378017629127
277,260,-0.3772972609889568,0.5346153846153846,-1.651678006515183,-0.23010112898650747
278,89,-0.18721017344070773,0.6067415730337079,-0.3152612998137103,-0.18180468174960795
279,163,-0.18290655499414513,0.6134969325153374,-0.9351342091681386,-0.13743860807430272
280,429,0.24650292846289004,0.5710955710955711,-0.35594320615305425,0.20461031174183153
281,400,0.9383801884721676,0.5575,-0.4614889783653838,0.5466838966723001
282,171,0.5748391818729305,0.6257309941520468,-0.1382133294588559,0.7777019951090994
283,218,-0.6872339664982515,0.5642201834862385,-1.77995124372328,-0.4274069167090354
284,280,0.316675810609514,0.6142857142857143,-0.15905424385736847,0.461840903545905
285,179,-0.36096363492472683,0.5642458100558659,-1.218915500570189,-0.26542569578712893
286,370,0.31190391995555156,0.5405405405405406,-0.49463175362051,0.27103707830987894
287,317,-0.716961162864025,0.580441640378549,-0.742569671283159,-0.5480134934807164
288,234,0.5977549533345252,0.6324786324786325,-0.2666900067307578,0.49373325321341294
289,384,-0.1331305583098818,0.5703125,-0.5567641642792514,-0.11158490542420475
290,374,0.7174333841217526,0.5748663101604278,-0.1997351461818935,0.7021032615161117
291,137,0.406466304417693,0.6642335766423357,-0.3203060072400714,0.33305639875440174
292,137,0.5736054924274678,0.6642335766423357,-0.13788115074289578,0.7984699842430524
